ハンノキ,0.12412561268106592,0.10001798528705498,0.08312223514492063,0.05849279663722897,0.2611220367203851,0.13093231416670076,0.06363007485754517,0.001920034282376625,5.093785135424055e-06,4.609879502665581e-06,4.7344535308526665e-05,1.545760164328514e-05,0.003908169576869823,0.0002686370278722432,0.00025693016902138705,7.673056482899172e-08
ウルシ,0.11333166343038814,0.08920966424817571,0.07697857649150924,0.04708287937950255,0.3839477616165485,0.1703240658721925,0.06972000537924883,0.0014122765934026984,6.848026435668064e-05,7.226565801010066e-05,0.00016287991597427207,7.210032937847197e-05,0.00819596748594126,0.0014271322455686962,0.00025175522713771764,5.0732803871881825e-08
トドマツ,0.1310720656110398,0.10719486822045156,0.0937022481742604,0.05818641800967698,0.3586468108684962,0.14105503940563185,0.059256311453110375,0.002789413233667782,3.2957832881030394e-07,5.573364130827411e-07,1.2716590589234926e-05,5.534314997871114e-06,0.0014595957613806993,0.00039149091177742936,7.786802437155692e-05,3.193508283695392e-08
ポプラ,0.12118173637577959,0.09681671737221566,0.0803778917290018,0.05093046446586008,0.3442040411213453,0.14586820899552838,0.061084398963265625,0.0016541864944345445,0.0004751044107334024,0.00043514543492540473,0.000353024842050845,0.00029768951677585894,0.008799470548947814,0.0010213594652468876,0.00030276596590938517,1.1093467256943756e-07
ウラジロガシ,0.12365263680690405,0.10126883385280268,0.0885960201792613,0.06121687712169898,0.31641059792235654,0.15236487510713725,0.07286542436532796,0.004464189501728433,3.562226117117584e-05,4.4660202258915436e-05,7.9834205451183e-05,0.00010165063205908014,0.005475130482541516,0.000955705140433119,0.0003511065345898625,2.2448274150868696e-05
イチョウ,0.131182645761315,0.1109314318783296,0.10672787069241202,0.0841054699229554,0.3582496127967796,0.21747194603384215,0.11964657118925827,0.0014155448862718672,0.0015692327318372647,0.0017445028553495156,0.0018216955225606407,0.002342413475383733,0.0033736636543747656,0.002484549266782128,0.0024233406714690383,8.434875398292233e-07
シナノキ,0.12462681268500628,0.10132452196129219,0.08484362359517517,0.05936283259155006,0.3238126703559348,0.1779520546133035,0.08270986848368748,0.0017419015159701404,0.0002222560566996494,0.00021934845683549049,0.0001293135786334841,0.00021278709095638452,0.005529443611719152,0.00035592285807183895,0.00025991742880796534,2.2014285876876697e-07
シベリアカラマツ,0.12137286238049888,0.0983532260990614,0.08445176058839081,0.059367078796658965,0.31060680431415877,0.15668596430761494,0.07625953763554903,0.00469684018939913,0.00029775658316566207,0.00030316682188836374,0.00024435293195803845,0.0003514968952637357,0.006357303701076641,0.0010623614261349556,0.0005115347076340296,2.8868851514305392e-05
アベマキ,0.11356698066980031,0.0898461694763217,0.07688936032571102,0.04539839326317847,0.3746562069434027,0.1590964329941308,0.06225846265995645,0.0018008979707773147,1.2990868240517111e-05,1.2818399007804346e-05,3.8461044367599936e-05,1.7184727249361826e-05,0.0019707932010470906,0.00014780102862779962,4.7474159057405145e-05,4.847145662584017e-07
ブナ,0.14512338624146218,0.12393756140101167,0.11568969669418482,0.08790780810728975,0.36978248079674064,0.16165794664647498,0.07562385704334311,0.0024239775951054652,0.0007813299467870136,0.0010581166479943932,0.0010148641964106914,0.0024162975387405482,0.0018540616693753862,0.0007722494768436647,0.00013763381459606683,2.877794209161696e-07
